ID_Alumno,Universidad,Carrera,Edad,Genero,Anio_Cursada,Horas_Estudio_Semanal,Asistencia_Porcentaje,Trabaja,Promedio_Academico,Materias_Aprobadas,Materias_Recursadas,Satisfaccion_Carrera,Indice_Permanencia
2679,UTN,Psicología,23,M,5,12,98.4,No,8.7,30,0,6.9,100.0
2680,UNLP,Medicina,17,Otro,2,5,85.6,Si,6.7,9,0,6.8,93.5
2682,UNSAM,Ingeniería,22,Otro,3,13,82.5,Si,7.3,21,3,5.9,100.0
2683,UNSAM,Ciencia De Datos,26,M,1,9,74.8,No,7.1,7,0,5.7,94.2
2684,UBA,Medicina,19,M,6,23,78.1,No,9.1,29,2,6.7,100.0
2685,UTN,Ingeniería,18,F,5,16,92.3,Si,7.8,32,3,6.2,100.0
2686,UTN,Medicina,20,F,1,9,70.6,No,5.4,10,5,2.6,75.6
2687,UNLP,Medicina,20,Otro,3,13,82.8,Si,7.0,16,4,5.2,100.0
2688,UNLP,Ciencia De Datos,28,F,1,5,80.0,Si,6.3,6,3,5.5,100.0
2689,UNC,Medicina,31,F,2,12,76.0,No,9.6,6,3,6.0,100.0
2690,UNLP,Ingeniería,25,F,3,8,73.8,Si,5.8,24,2,5.2,81.0
2691,UNC,Psicología,20,F,5,18,82.5,Si,10.0,20,0,9.0,100.0
2692,UNC,Medicina,21,M,4,17,91.7,Si,7.6,16,0,7.4,100.0
2693,UNLaM,Ingeniería,19,M,4,19,63.7,Si,8.2,20,1,6.0,100.0
2694,UBA,Derecho,17,F,2,7,85.0,No,5.9,12,1,6.0,98.5
2695,UNC,Medicina,26,M,5,15,84.8,Si,8.9,31,0,7.5,100.0
2697,UTN,Economía,27,Otro,2,2,65.3,No,7.7,14,5,5.3,99.2
2698,UNC,Economía,17,M,5,18,87.0,No,7.3,30,5,4.8,96.9
2699,UNC,Ingeniería,26,F,2,11,91.4,Si,6.9,11,0,6.2,98.9
2700,UNSAM,Ingeniería,25,Otro,2,6,89.0,No,7.4,12,4,4.4,100.0
2701,UNSAM,Medicina,21,M,4,22,89.8,No,10.0,24,1,8.1,100.0
2702,UNSAM,Derecho,17,F,5,12,55.5,Si,6.7,30,1,6.6,77.3
2703,UNSAM,Derecho,23,Otro,1,7,76.1,Si,8.2,7,0,7.1,100.0
2704,UTN,Derecho,20,M,4,11,100.0,No,6.7,20,3,4.9,100.0
2705,UNLP,Ingeniería,31,F,3,19,85.8,No,9.8,17,0,8.6,100.0
2706,UNSAM,Economía,22,F,3,21,80.8,No,10.0,23,0,8.8,100.0
2707,UNC,Economía,17,M,4,17,67.7,No,9.2,22,4,5.2,100.0
2708,UBA,Derecho,29,Otro,2,4,82.3,No,8.4,16,1,7.9,100.0
2709,UNSAM,Psicología,27,F,3,20,99.9,Si,10.0,18,0,8.0,100.0
2710,UNLaM,Ingeniería,34,M,3,13,80.9,No,9.1,21,3,6.1,100.0
2711,UTN,Ciencia De Datos,19,Otro,2,12,85.9,Si,9.4,9,1,6.8,100.0
2712,UNLP,Economía,17,F,1,4,86.8,Si,6.8,4,2,6.3,100.0
2713,UBA,Psicología,17,M,3,18,95.0,No,8.8,17,0,8.3,100.0
2714,UNSAM,Medicina,20,Otro,1,12,79.4,No,8.8,6,1,6.5,100.0
2715,UNSAM,Ciencia De Datos,22,Otro,5,22,75.9,No,8.3,32,0,7.5,100.0
2716,UNLP,Derecho,20,M,5,15,85.4,No,10.0,31,3,6.8,100.0
2717,UNC,Medicina,20,F,5,11,89.6,Si,6.9,32,5,4.5,88.6
2718,UNLP,Medicina,30,Otro,5,18,73.4,No,7.3,26,3,5.8,100.0
2719,UTN,Derecho,32,M,6,15,91.6,Si,10.0,35,1,8.6,100.0
2720,UBA,Ciencia De Datos,18,M,5,20,93.2,No,10.0,31,2,7.0,100.0
2721,UNLP,Ciencia De Datos,32,Otro,1,14,67.9,No,8.3,3,0,7.2,92.8
2722,UNLP,Ingeniería,34,M,4,17,82.0,Si,8.5,28,3,6.5,100.0
2723,UTN,Economía,23,M,6,21,71.6,Si,9.5,39,0,8.7,100.0
2724,UNSAM,Derecho,24,F,2,18,75.8,No,7.2,15,0,6.2,88.1
2725,UNLaM,Economía,27,F,1,4,92.0,Si,8.6,1,5,6.2,100.0
2726,UTN,Medicina,20,F,5,18,64.8,Si,6.9,31,4,4.4,83.9
2727,UTN,Medicina,22,Otro,5,10,81.0,Si,9.3,29,0,7.5,100.0
2728,UNLaM,Ciencia De Datos,17,F,1,5,79.6,No,7.6,7,5,4.0,100.0
2729,UBA,Medicina,17,M,5,13,81.3,Si,8.8,34,0,7.6,100.0
2730,UBA,Derecho,19,M,4,20,86.3,Si,10.0,24,4,6.3,100.0
2731,UNC,Ciencia De Datos,29,F,2,10,86.1,No,7.3,15,1,7.1,100.0
2732,UNSAM,Medicina,27,F,6,23,78.2,No,10.0,33,3,7.8,100.0
2733,UBA,Psicología,21,M,5,15,61.3,No,9.9,34,1,8.4,100.0
2734,UTN,Ciencia De Datos,20,Otro,4,20,86.8,No,8.8,16,0,8.6,100.0
2735,UTN,Psicología,25,Otro,2,16,88.3,Si,7.5,11,4,4.4,100.0
2736,UNC,Ingeniería,22,Otro,6,29,84.4,No,10.0,37,4,6.8,100.0
2737,UNSAM,Ciencia De Datos,30,F,5,23,92.3,No,10.0,30,6,5.2,100.0
2738,UNC,Medicina,25,Otro,4,18,95.2,Si,8.0,29,0,8.2,100.0
2739,UTN,Psicología,29,Otro,2,12,79.4,Si,6.5,13,3,4.0,100.0
2740,UNSAM,Ingeniería,22,F,6,20,80.0,No,10.0,34,1,8.4,100.0
2741,UNLP,Ciencia De Datos,17,M,3,23,84.7,Si,10.0,13,1,7.7,100.0
2742,UNSAM,Derecho,17,F,1,20,87.5,No,9.7,3,3,7.1,100.0
2743,UNLP,Medicina,26,F,1,17,82.7,Si,8.5,6,4,5.0,100.0
2744,UTN,Psicología,24,M,3,10,71.8,No,9.0,13,1,7.9,100.0
2745,UTN,Derecho,22,M,3,11,90.8,Si,7.2,20,1,5.3,100.0
2746,UNLP,Derecho,26,Otro,6,17,62.3,Si,10.0,29,4,6.3,100.0
2747,UTN,Medicina,30,Otro,5,21,83.6,Si,10.0,35,2,8.6,100.0
2748,UTN,Medicina,30,M,5,27,78.7,Si,10.0,38,5,6.3,100.0
2749,UNLaM,Derecho,27,Otro,2,21,74.8,Si,10.0,9,0,8.8,100.0
2750,UNLP,Ciencia De Datos,22,F,6,20,66.7,Si,9.3,38,0,8.2,100.0
2751,UNLP,Medicina,17,Otro,6,18,69.1,Si,9.6,35,2,7.8,100.0
2752,UTN,Economía,21,M,5,18,81.0,Si,7.7,32,1,7.1,100.0
2753,UTN,Medicina,23,Otro,1,8,78.0,Si,7.9,3,2,6.4,100.0
2754,UBA,Ingeniería,17,Otro,5,13,76.0,Si,9.2,28,3,7.0,100.0
2755,UNSAM,Economía,19,F,3,3,98.2,Si,6.0,24,2,6.0,92.2
2756,UTN,Psicología,30,M,1,13,62.3,No,7.8,3,1,6.3,98.1
2757,UNLaM,Psicología,30,Otro,4,24,95.5,Si,9.8,25,3,7.8,100.0
2758,UNSAM,Ingeniería,17,Otro,3,12,84.9,No,9.2,25,1,8.0,100.0
2759,UNC,Economía,22,M,3,18,65.8,Si,9.0,14,3,6.7,100.0
2760,UNLaM,Medicina,30,F,5,21,75.2,Si,7.6,32,2,5.5,97.6
2761,UNC,Psicología,36,M,1,9,88.7,Si,7.5,9,0,6.3,100.0
2762,UNLP,Ciencia De Datos,28,F,5,17,65.4,Si,8.9,27,3,5.6,96.3
2763,UBA,Derecho,24,M,4,13,68.5,Si,6.3,26,1,6.2,100.0
2764,UNLP,Derecho,22,Otro,4,12,88.5,No,6.2,27,4,4.3,100.0
2765,UTN,Economía,21,Otro,4,17,86.3,No,8.4,20,1,6.5,100.0
2766,UNLaM,Derecho,17,Otro,2,26,90.6,No,8.9,13,0,7.3,100.0
2767,UNC,Derecho,32,M,2,13,90.6,Si,9.1,16,0,7.7,100.0
2768,UNC,Derecho,30,F,6,23,100.0,No,8.9,37,3,7.1,100.0
2769,UNSAM,Ciencia De Datos,33,F,4,24,69.8,No,9.0,25,1,6.5,100.0
2770,UNLaM,Ingeniería,19,Otro,3,19,79.6,Si,10.0,17,0,8.4,100.0
2771,UNSAM,Derecho,22,F,4,23,100.0,No,10.0,27,2,7.6,100.0
2774,UTN,Psicología,24,M,4,17,86.9,No,10.0,26,2,8.4,100.0
2775,UNLaM,Psicología,17,Otro,3,14,69.7,Si,8.1,19,3,6.1,100.0
2776,UNSAM,Ciencia De Datos,18,F,3,14,93.2,Si,9.1,17,6,6.0,100.0
2778,UTN,Economía,39,M,6,24,61.6,No,10.0,40,0,9.5,100.0
2779,UNSAM,Economía,20,F,5,15,76.8,No,6.7,36,1,5.3,100.0
2780,UNC,Economía,27,M,5,17,95.1,Si,8.5,29,2,5.9,100.0
2781,UNLaM,Ingeniería,25,Otro,4,26,100.0,Si,10.0,24,2,7.5,100.0
2782,UNLaM,Psicología,28,F,3,14,90.8,Si,9.2,21,6,5.7,100.0
2783,UNC,Ingeniería,30,Otro,4,17,75.4,No,7.8,25,0,7.4,93.7
2784,UNSAM,Ciencia De Datos,28,M,3,6,100.0,Si,5.5,21,2,5.6,86.1
2785,UBA,Ciencia De Datos,23,Otro,2,10,81.4,No,7.9,11,0,6.7,100.0
2786,UNLP,Economía,18,M,3,11,86.3,Si,7.5,15,4,5.7,100.0
2787,UNLaM,Ciencia De Datos,21,F,5,26,76.7,Si,8.5,28,1,7.0,100.0
2788,UTN,Derecho,31,F,6,25,73.9,Si,10.0,38,3,8.0,100.0
2789,UNC,Economía,20,F,4,27,94.6,Si,10.0,27,0,9.6,100.0
2790,UTN,Psicología,23,M,6,17,78.5,No,10.0,43,5,6.1,100.0
2791,UTN,Ciencia De Datos,28,Otro,5,17,67.1,Si,9.8,26,0,9.5,100.0
2792,UNLaM,Derecho,31,F,5,16,66.3,Si,9.9,27,2,7.7,100.0
2793,UNLP,Ciencia De Datos,17,M,1,4,81.0,Si,8.2,6,3,6.3,100.0
2794,UNC,Ingeniería,23,F,3,12,84.3,Si,6.7,20,1,5.2,100.0
2795,UTN,Ingeniería,33,M,6,23,62.3,No,10.0,36,0,8.8,100.0
2796,UNC,Ciencia De Datos,28,Otro,2,10,72.7,Si,9.2,5,1,6.7,100.0
2797,UNLaM,Derecho,18,Otro,6,19,93.4,Si,9.0,40,3,6.9,100.0
2798,UTN,Economía,27,M,4,14,70.9,No,6.9,27,0,7.4,100.0
2799,UTN,Psicología,24,M,4,18,69.5,Si,9.9,17,2,7.1,100.0
2800,UNLP,Ingeniería,29,Otro,3,15,87.3,Si,7.9,23,0,6.4,100.0
2801,UNLaM,Derecho,26,F,1,10,95.5,No,9.5,4,5,5.7,100.0
2802,UNLaM,Medicina,32,Otro,6,18,83.2,No,8.3,36,1,6.8,100.0
2803,UNSAM,Ciencia De Datos,25,F,1,9,77.1,No,6.6,3,0,6.0,96.7
2805,UNSAM,Ingeniería,25,Otro,2,16,59.1,No,7.1,11,0,7.4,100.0
2806,UTN,Economía,22,Otro,3,18,83.6,Si,9.9,19,0,9.1,100.0
2807,UNLaM,Psicología,30,F,4,16,75.9,Si,9.6,30,2,7.3,100.0
2808,UNLP,Economía,25,Otro,1,9,86.4,Si,8.2,7,3,6.4,100.0
2809,UNLP,Economía,17,F,3,9,74.7,No,6.5,15,2,5.3,86.7
2810,UNLP,Ingeniería,23,M,4,19,86.1,No,10.0,20,6,5.6,100.0
2811,UNSAM,Medicina,23,Otro,1,4,81.9,No,5.4,4,0,5.1,98.1
2812,UNLP,Ciencia De Datos,21,M,4,24,94.0,Si,9.5,24,2,8.0,100.0
2813,UNLaM,Medicina,21,Otro,6,20,68.1,No,9.6,31,2,7.7,100.0
2816,UNC,Economía,17,M,2,14,77.2,No,10.0,6,1,8.5,100.0
2817,UNLaM,Medicina,27,F,2,17,87.9,Si,9.1,10,3,7.4,100.0
2818,UNLP,Derecho,18,M,2,18,91.4,No,7.6,10,0,7.2,100.0
2819,UNLaM,Ciencia De Datos,34,Otro,6,25,75.9,No,9.9,33,3,6.6,100.0
2820,UBA,Economía,31,Otro,5,23,86.9,Si,10.0,24,1,8.3,100.0
2821,UNLaM,Economía,21,F,3,10,64.5,No,5.9,16,2,4.4,86.1
2822,UTN,Ingeniería,18,Otro,3,17,93.2,Si,8.5,21,0,6.8,100.0
2823,UNC,Medicina,22,M,1,9,62.0,Si,6.7,6,1,6.8,96.1
2824,UTN,Derecho,29,M,4,11,83.3,Si,6.9,24,0,6.5,100.0
2827,UNSAM,Medicina,19,Otro,1,11,65.0,No,8.2,0,6,4.8,100.0
2828,UBA,Medicina,28,F,2,6,100.0,No,7.1,20,4,4.8,100.0
2829,UTN,Derecho,25,F,6,26,82.7,No,10.0,38,1,8.8,100.0
2831,UNSAM,Psicología,27,M,4,14,100.0,No,8.7,20,0,7.3,100.0
2832,UNLP,Derecho,30,M,1,16,99.3,No,10.0,9,3,6.3,100.0
2833,UNLP,Ingeniería,26,Otro,4,14,64.6,Si,9.2,24,3,7.1,100.0
2834,UNLP,Medicina,17,F,3,5,60.0,Si,4.5,12,2,4.6,74.6
2836,UNLP,Medicina,25,Otro,4,13,87.3,No,8.1,26,3,5.3,100.0
2837,UNLaM,Psicología,25,M,4,17,95.6,No,7.6,18,2,5.3,100.0
2838,UNLP,Medicina,26,Otro,2,16,70.0,No,10.0,12,1,7.4,100.0
2839,UTN,Economía,30,M,5,29,84.0,Si,9.0,30,2,6.9,100.0
2840,UTN,Economía,32,M,6,21,61.7,No,7.4,37,2,6.6,97.7
2841,UBA,Ingeniería,24,M,5,13,87.1,Si,8.6,28,1,8.1,100.0
2842,UTN,Ingeniería,23,F,5,11,74.4,Si,8.0,30,1,6.0,100.0
2843,UNSAM,Ingeniería,17,Otro,6,17,87.3,No,9.2,37,0,8.9,100.0
2844,UNLP,Medicina,18,Otro,3,9,88.5,Si,9.5,12,3,6.0,100.0
2845,UBA,Derecho,23,Otro,4,16,73.1,Si,9.6,21,2,8.3,100.0
2846,UTN,Medicina,28,F,1,12,88.1,Si,8.5,0,2,6.9,100.0
2848,UBA,Ciencia De Datos,25,M,6,20,100.0,Si,9.2,34,0,7.6,100.0
2849,UTN,Medicina,18,M,3,21,81.1,No,8.2,20,2,7.0,100.0
2850,UNSAM,Ingeniería,17,Otro,5,12,78.6,Si,9.8,27,7,4.0,100.0
2851,UTN,Psicología,31,Otro,3,13,87.1,No,7.7,13,0,7.6,100.0
2852,UNC,Ingeniería,34,M,1,8,76.7,No,6.2,8,0,5.2,90.0
2853,UNLaM,Ingeniería,24,F,4,15,68.9,Si,8.2,20,3,5.9,100.0
2854,UTN,Medicina,24,Otro,3,19,79.7,No,10.0,25,0,8.5,100.0
2855,UNSAM,Psicología,31,Otro,1,13,72.6,No,7.4,4,1,5.9,96.3
2856,UNLP,Ciencia De Datos,22,F,5,10,70.1,No,7.3,38,1,6.1,93.1
2857,UTN,Economía,22,F,1,12,85.7,Si,7.8,3,1,6.3,100.0
2858,UTN,Medicina,31,M,4,16,85.7,No,9.3,23,2,6.7,100.0
2859,UNLaM,Economía,30,Otro,1,11,96.2,No,7.0,2,6,4.1,92.5
2861,UTN,Derecho,21,F,6,15,84.9,Si,9.6,36,0,9.4,100.0
2862,UNSAM,Psicología,28,Otro,2,11,93.3,No,8.7,8,2,7.1,100.0
2863,UNC,Psicología,25,Otro,1,8,74.2,No,8.0,1,5,5.8,100.0
2864,UTN,Ciencia De Datos,24,F,6,23,78.7,No,10.0,39,1,8.7,100.0
2866,UNC,Ingeniería,27,Otro,4,21,79.5,No,9.7,28,2,7.5,100.0
2867,UNLP,Medicina,26,F,5,16,87.8,No,8.9,34,2,7.4,100.0
2868,UBA,Medicina,34,F,2,8,76.8,Si,8.5,13,0,8.3,100.0
2869,UNC,Medicina,22,M,3,12,89.4,No,7.9,23,0,7.5,100.0
2870,UNLaM,Psicología,17,M,3,12,98.6,Si,8.8,18,0,7.4,100.0
2871,UNC,Psicología,21,F,1,15,79.2,No,9.7,5,3,7.8,100.0
2872,UBA,Derecho,24,Otro,4,19,63.7,No,8.2,18,4,5.4,86.3
2873,UNC,Economía,24,Otro,6,22,82.3,No,9.4,30,3,7.2,100.0
2874,UNSAM,Ciencia De Datos,28,F,3,15,94.1,No,7.1,13,2,6.0,96.1
2876,UTN,Economía,20,M,4,17,84.7,Si,10.0,21,0,8.4,100.0
2877,UNSAM,Medicina,24,F,4,13,70.8,Si,8.1,27,4,6.4,100.0
2879,UNLaM,Economía,26,F,6,14,90.0,No,7.1,35,0,7.7,100.0
2880,UBA,Economía,17,F,4,17,78.1,No,10.0,25,1,8.8,100.0
2881,UTN,Ingeniería,21,Otro,4,17,75.0,Si,10.0,20,1,7.6,100.0
2882,UTN,Derecho,27,Otro,4,24,79.3,No,10.0,23,3,8.2,100.0
2883,UNSAM,Ingeniería,23,F,1,7,64.9,Si,6.1,3,4,4.5,89.0
2884,UBA,Ingeniería,23,Otro,2,19,71.6,Si,8.5,6,0,8.5,100.0
2885,UTN,Ingeniería,17,F,4,14,73.6,Si,7.2,19,3,5.0,85.2
2886,UNLP,Ciencia De Datos,25,F,6,21,82.5,No,7.6,39,0,7.1,98.4
2887,UBA,Ingeniería,23,F,6,16,68.1,Si,9.6,39,0,8.6,100.0
2888,UTN,Ingeniería,21,Otro,4,20,79.4,No,9.0,23,0,7.1,100.0
2889,UBA,Ingeniería,21,Otro,2,8,77.8,No,6.8,9,0,6.6,100.0
2891,UNC,Derecho,17,Otro,6,18,91.1,No,7.6,38,5,5.5,100.0
2892,UNLP,Ingeniería,33,Otro,1,13,72.7,No,7.3,2,0,7.7,100.0
2893,UNSAM,Ingeniería,27,M,3,11,80.0,Si,9.0,17,4,5.4,100.0
2894,UNC,Ciencia De Datos,19,Otro,2,11,80.7,Si,8.4,20,0,7.5,100.0
2895,UNLaM,Ingeniería,21,M,3,10,78.9,Si,6.4,13,1,6.3,100.0
2896,UTN,Economía,20,F,5,15,76.2,No,8.7,28,2,6.3,100.0
2897,UNLP,Ingeniería,24,Otro,4,19,75.4,Si,7.5,26,0,7.5,96.8
2898,UTN,Derecho,26,F,5,14,76.0,Si,8.7,30,1,6.7,99.4
2899,UBA,Medicina,27,F,4,14,82.4,Si,7.8,26,4,4.2,100.0
2900,UNLaM,Ingeniería,21,M,5,15,79.3,Si,6.6,29,1,5.8,87.3
2901,UNLaM,Derecho,22,M,4,19,100.0,No,9.1,19,0,7.8,100.0
2902,UNC,Economía,28,Otro,6,19,81.1,No,10.0,32,2,7.1,100.0
2903,UNSAM,Derecho,28,M,3,10,82.4,Si,8.9,19,0,7.4,100.0
2904,UNLaM,Ingeniería,19,M,1,4,84.5,Si,6.8,0,2,4.7,94.0
2905,UNLaM,Ciencia De Datos,27,Otro,2,11,81.7,Si,9.1,14,0,8.5,100.0
2906,UNLaM,Economía,25,Otro,2,14,83.8,No,8.6,13,4,5.5,100.0
2907,UTN,Economía,22,Otro,1,6,85.6,No,8.7,9,1,7.1,100.0
2908,UNLP,Ciencia De Datos,21,M,2,11,100.0,No,10.0,12,2,8.2,100.0
2909,UNSAM,Medicina,24,Otro,6,30,63.1,No,9.2,36,3,6.7,99.3
2910,UNLaM,Ciencia De Datos,24,M,1,5,99.2,No,7.2,9,1,6.5,100.0
2911,UBA,Medicina,23,F,5,22,87.6,Si,8.1,35,3,6.2,100.0
2912,UTN,Ciencia De Datos,26,M,4,24,77.5,No,7.9,22,3,6.2,97.3
2913,UNLaM,Economía,17,F,6,21,83.5,No,8.1,33,1,7.6,100.0
2914,UNLaM,Ingeniería,34,Otro,2,21,100.0,Si,10.0,8,0,8.3,100.0
2915,UBA,Derecho,20,F,2,15,100.0,No,9.3,6,0,7.5,100.0
2917,UNLP,Medicina,22,Otro,2,15,99.8,Si,9.0,7,1,8.1,100.0
2918,UNLaM,Derecho,28,Otro,3,16,100.0,No,8.0,20,3,5.7,100.0
2919,UNLaM,Derecho,17,Otro,5,13,85.1,Si,6.8,31,1,6.5,98.0
2921,UNSAM,Ciencia De Datos,25,M,4,13,82.4,Si,9.9,19,4,5.8,100.0
2922,UNSAM,Ciencia De Datos,32,M,1,9,67.9,No,6.3,4,0,6.4,84.0
2923,UNLaM,Ingeniería,20,M,6,23,58.2,No,9.0,26,2,6.7,92.3
2924,UTN,Economía,27,F,1,10,65.4,No,7.9,5,3,5.2,100.0
2925,UBA,Ingeniería,25,Otro,2,7,85.5,Si,6.2,11,2,5.2,86.4
2926,UBA,Economía,22,F,3,15,96.7,No,10.0,20,4,7.2,100.0
2927,UBA,Derecho,21,F,5,20,66.3,Si,10.0,34,2,8.2,100.0
2928,UNLaM,Ciencia De Datos,17,M,4,20,81.9,No,7.5,22,5,4.6,100.0
2929,UTN,Psicología,27,M,3,10,78.3,Si,6.4,14,0,5.8,94.6
2930,UNSAM,Economía,20,M,5,14,75.4,Si,6.8,30,0,6.3,100.0
2931,UTN,Ciencia De Datos,26,M,5,21,81.9,Si,10.0,28,5,6.3,100.0
2932,UBA,Economía,19,Otro,5,15,89.2,Si,7.8,36,3,4.9,100.0
2933,UBA,Medicina,23,F,4,14,86.5,No,10.0,16,4,5.7,100.0
2934,UNLP,Economía,31,F,2,12,94.8,No,7.4,11,4,5.8,100.0
2935,UTN,Derecho,25,Otro,4,23,88.0,Si,10.0,23,0,8.9,100.0
2936,UNSAM,Psicología,28,F,1,5,72.5,Si,7.0,2,4,4.5,82.4
2937,UTN,Ciencia De Datos,33,Otro,3,14,85.7,No,9.5,11,0,8.2,100.0
2938,UNLaM,Ciencia De Datos,22,F,6,21,67.3,Si,7.2,36,1,6.0,100.0
2939,UNSAM,Ciencia De Datos,27,M,6,22,75.1,No,9.3,32,2,7.9,100.0
2940,UNLP,Derecho,30,Otro,4,16,85.9,Si,9.1,24,0,7.1,100.0
2941,UNC,Psicología,23,M,6,18,95.0,Si,9.8,30,2,7.7,100.0
2942,UBA,Economía,24,M,2,7,82.2,No,6.4,10,1,5.6,93.1
2943,UNLP,Derecho,22,Otro,4,17,80.1,No,9.2,21,0,7.4,100.0
2944,UNSAM,Psicología,17,F,5,27,86.9,No,10.0,27,3,8.1,100.0
2945,UNLP,Ciencia De Datos,23,F,3,14,99.3,Si,9.4,23,3,6.5,100.0
2946,UTN,Economía,17,F,6,19,89.9,No,8.5,35,4,5.5,100.0
2947,UNLaM,Derecho,24,Otro,2,5,92.3,Si,8.0,15,6,4.9,100.0
2948,UNLP,Ingeniería,27,F,3,10,82.4,No,7.9,12,0,7.9,100.0
2949,UNC,Economía,27,M,5,10,97.8,Si,7.4,33,0,6.1,100.0
2950,UNLaM,Psicología,17,F,2,11,100.0,Si,10.0,15,1,7.3,100.0
2951,UNSAM,Ingeniería,17,Otro,6,12,100.0,Si,7.6,30,1,6.4,100.0
2952,UNLP,Ciencia De Datos,25,M,6,18,79.4,Si,9.5,42,0,8.4,100.0
2953,UNC,Economía,29,Otro,4,13,70.2,No,7.3,29,0,6.2,97.4
2954,UNC,Psicología,19,F,6,19,73.2,Si,9.4,36,2,6.5,100.0
2955,UTN,Ciencia De Datos,21,M,6,26,77.0,No,10.0,32,1,7.6,100.0
2956,UBA,Psicología,28,Otro,2,10,92.9,Si,9.9,12,3,7.7,100.0
2957,UBA,Economía,21,M,4,5,95.8,Si,6.5,22,0,5.9,100.0
2958,UTN,Derecho,17,F,3,16,78.1,No,9.2,13,0,7.4,100.0
2959,UNLaM,Derecho,27,M,2,3,90.1,Si,5.8,13,4,3.3,85.7
2960,UNLaM,Psicología,33,F,6,26,79.9,Si,10.0,40,2,7.2,100.0
2961,UNLP,Ingeniería,31,Otro,4,21,77.2,No,9.3,26,0,8.9,100.0
2962,UNLP,Ciencia De Datos,25,Otro,1,12,99.1,No,9.7,10,1,7.2,100.0
2963,UNLP,Medicina,33,Otro,5,19,69.5,No,10.0,28,2,7.2,100.0
2964,UNSAM,Derecho,22,Otro,5,23,85.1,No,10.0,33,6,6.2,100.0
2965,UNLP,Derecho,20,Otro,4,22,79.5,No,10.0,21,0,9.5,100.0
2966,UNLP,Ciencia De Datos,23,Otro,4,6,87.4,Si,8.6,26,1,7.4,100.0
2967,UTN,Psicología,21,Otro,1,2,77.5,Si,4.6,6,3,2.7,75.4
2968,UBA,Ciencia De Datos,24,Otro,5,19,77.4,No,7.2,31,4,4.6,93.6
2969,UBA,Psicología,23,M,2,6,80.3,Si,8.1,16,2,7.4,100.0
2970,UTN,Psicología,31,M,1,10,68.2,Si,7.0,10,0,7.0,97.9
2971,UNSAM,Ingeniería,17,F,1,10,93.5,No,9.5,10,1,8.2,100.0
2973,UNLP,Ingeniería,22,F,5,27,80.7,No,8.9,33,0,7.6,100.0
2974,UNSAM,Ingeniería,21,F,3,24,88.4,No,9.3,14,0,9.1,100.0
2975,UNLP,Economía,21,F,5,22,74.5,Si,9.5,30,3,6.9,100.0
2976,UNC,Psicología,23,Otro,4,18,84.2,No,7.1,25,3,5.5,100.0
2977,UNLaM,Economía,18,Otro,5,15,76.6,Si,10.0,34,2,8.4,100.0
2978,UNLaM,Economía,23,Otro,1,10,74.4,Si,9.1,7,3,7.4,100.0
2979,UNLaM,Psicología,21,Otro,3,15,83.3,Si,9.3,16,5,6.5,100.0
2980,UTN,Ingeniería,26,Otro,6,18,100.0,Si,8.3,40,0,8.5,100.0
2981,UNSAM,Psicología,17,F,5,12,94.4,Si,7.7,34,4,5.0,100.0
2983,UBA,Ingeniería,29,Otro,5,11,93.6,Si,8.2,32,0,8.1,100.0
2984,UNLP,Derecho,21,M,3,11,91.3,Si,10.0,18,1,8.2,100.0
2985,UNSAM,Derecho,27,Otro,6,21,92.2,Si,9.4,36,5,4.9,100.0
2986,UNLaM,Psicología,24,Otro,5,21,75.1,No,9.0,31,1,8.0,100.0
2987,UNLaM,Economía,22,M,5,16,66.4,No,6.9,31,0,6.5,90.6
2988,UNC,Medicina,28,F,6,19,60.4,Si,9.3,40,6,6.1,100.0
2989,UNLaM,Medicina,26,Otro,4,19,83.1,No,8.3,20,1,6.4,100.0
2990,UBA,Ciencia De Datos,27,F,3,18,68.3,Si,7.4,20,3,4.6,85.0
2991,UNC,Economía,21,F,3,21,85.4,Si,9.4,18,0,8.5,100.0
2992,UTN,Medicina,30,Otro,2,7,84.2,Si,9.1,12,1,8.1,100.0
2993,UNC,Economía,17,M,2,9,79.1,Si,8.8,12,6,5.5,100.0
2994,UNC,Ingeniería,27,M,2,8,70.5,No,7.8,16,2,7.1,90.6
2995,UTN,Psicología,18,M,3,12,72.8,No,8.5,26,2,7.2,100.0
2996,UNLaM,Derecho,20,M,6,21,86.2,No,10.0,36,0,7.8,100.0
2997,UNC,Medicina,26,Otro,2,5,85.3,Si,5.7,13,2,4.8,81.8
2998,UTN,Derecho,22,Otro,4,18,70.5,Si,9.1,26,3,5.7,100.0
2999,UNSAM,Psicología,21,F,5,21,66.4,No,9.8,31,2,7.9,100.0
3000,UNSAM,Ingeniería,20,F,1,6,54.9,Si,5.9,0,6,2.2,58.5
3001,UNC,Derecho,20,F,2,11,77.7,Si,7.5,11,3,4.9,94.0
3002,UNLP,Ciencia De Datos,24,F,5,16,74.3,Si,9.3,26,2,8.0,100.0
3003,UNSAM,Derecho,28,M,2,15,88.7,No,7.7,8,2,7.1,100.0
3004,UBA,Economía,27,M,2,19,99.7,Si,8.6,14,0,7.6,100.0
3005,UBA,Medicina,20,M,6,16,97.8,No,9.6,27,0,7.5,100.0
3006,UNLP,Derecho,32,F,4,15,86.2,No,10.0,21,5,5.8,100.0
3007,UNLaM,Medicina,26,Otro,1,9,52.4,No,8.4,6,1,6.2,100.0
